Name,Platform,Year_of_Release,Genre,Global_Sales,User_Score,User_Count
2014 FIFA World Cup Brazil,X360,2014,Sports,0.42,4.4,93
MotoGP 14 ,PS4,2014,Racing,0.18,6.4,26
Titanfall,X360,2014,Shooter,1.36,5.9,371
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,0.18,7.7,44
Dragon Ball Z: Battle of Z,X360,2014,Fighting,0.07,5.1,44
MLB 14: The Show,PS3,2014,Sports,0.43,6.8,79
NES Remix,WiiU,2014,Action,0.28,7.1,133
Alien: Isolation,X360,2014,Shooter,0.28,8.2,113
NASCAR '14,PS3,2014,Racing,0.11,4.6,20
The Evil Within,PC,2014,Action,0.27,5.9,721
Story of Seasons,3DS,2014,Simulation,0.42,8.2,54
MLB 14: The Show,PSV,2014,Sports,0.11,7.0,25
Dragon Ball Z: Battle of Z,PSV,2014,Fighting,0.11,7.5,54
One Piece: Unlimited World Red,PS3,2014,Action,0.28,7.3,46
Forza Horizon 2,XOne,2014,Racing,1.4,8.2,977
Tropico 5,X360,2014,Simulation,0.06,7.2,9
Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,0.11,6.5,10
Pac-Man and the Ghostly Adventures 2,WiiU,2014,Adventure,0.07,7.0,9
Yoshi's New Island,3DS,2014,Platform,1.38,6.1,155
Bound By Flame,PS4,2014,Role-Playing,0.19,5.9,230
Skylanders: Trap Team,3DS,2014,Action,0.28,3.4,5
Trials Fusion,PS4,2014,Racing,0.42,7.2,244
Alien: Isolation,PC,2014,Shooter,0.14,8.4,1588
Risen 3: Titan Lords,X360,2014,Role-Playing,0.06,4.4,69
Corpse Party: Blood Drive,PSV,2014,Adventure,0.18,7.4,58
Lego Batman 3: Beyond Gotham,X360,2014,Action,0.89,6.8,14
Natural Doctrine,PSV,2014,Role-Playing,0.07,7.5,29
Lego Batman 3: Beyond Gotham,XOne,2014,Action,0.43,7.1,36
NBA 2K15,PS3,2014,Sports,1.34,3.5,22
The Elder Scrolls Online,PC,2014,Role-Playing,0.9,5.7,2421
GRID Autosport,PS3,2014,Racing,0.18,6.8,62
FIFA 15,3DS,2014,Sports,0.45,2.4,35
Far Cry 4,PS3,2014,Shooter,1.29,7.3,113
LEGO The Hobbit,PS3,2014,Action,0.46,7.0,10
The Evil Within,X360,2014,Action,0.46,7.6,172
Football Manager 2015,PC,2014,Simulation,0.46,6.0,151
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,0.06,6.4,17
Tenkai Knights: Brave Battle,3DS,2014,Action,0.02,2.4,22
Titanfall,XOne,2014,Shooter,2.95,6.4,2658
Samurai Warriors 4,PS3,2014,Action,0.26,8.0,11
EA Sports UFC,XOne,2014,Sports,0.47,6.3,152
Assassin's Creed: Rogue,PS3,2014,Action,1.29,7.5,292
Middle-Earth: Shadow of Mordor,PS4,2014,Action,2.96,8.1,1886
Terraria,XOne,2014,Action,0.04,7.7,29
Just Dance 2015,PS3,2014,Misc,0.25,6.8,4
The LEGO Movie Videogame,X360,2014,Action,1.27,7.2,26
Dark Souls II,PS3,2014,Role-Playing,1.27,8.1,1107
Natural Doctrine,PS4,2014,Role-Playing,0.1,6.0,79
Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,1.27,6.2,1311
F1 2014,PC,2014,Racing,0.1,4.8,65
Lego Batman 3: Beyond Gotham,PS3,2014,Action,0.74,6.7,11
Middle-Earth: Shadow of Mordor,XOne,2014,Action,1.35,8.0,585
Lara Croft and the Temple of Osiris,PC,2014,Action,0.02,5.4,52
NHL 15,X360,2014,Sports,0.45,2.8,47
Castlevania: Lords of Shadow 2,PC,2014,Action,0.04,7.7,498
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,0.43,7.5,100
The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,0.15,7.8,71
Ultimate NES Remix,3DS,2014,Action,0.27,7.6,32
Castlevania: Lords of Shadow 2,PS3,2014,Action,0.2,7.8,528
Sacred 3,PC,2014,Role-Playing,0.02,1.4,544
The Awakened Fate Ultimatum,PS3,2014,Role-Playing,0.02,7.3,23
Skylanders: Trap Team,PS4,2014,Action,0.44,5.6,32
inFAMOUS: Second Son,PS4,2014,Action,2.79,7.9,2944
LEGO The Hobbit,X360,2014,Action,0.45,8.7,11
Wolfenstein: The New Order,PS3,2014,Shooter,0.44,7.1,115
Pro Evolution Soccer 2015,PS4,2014,Sports,0.75,7.2,386
Dark Souls II,X360,2014,Role-Playing,0.74,7.9,915
Wolfenstein: The New Order,PC,2014,Shooter,0.45,8.2,1647
Far Cry 4,X360,2014,Shooter,0.9,7.0,109
Oreshika: Tainted Bloodlines,PSV,2014,Role-Playing,0.15,8.0,84
Lego Batman 3: Beyond Gotham,WiiU,2014,Action,0.45,7.0,20
LEGO The Hobbit,PSV,2014,Action,0.15,2.5,13
Lego Batman 3: Beyond Gotham,3DS,2014,Action,0.45,6.4,7
FIFA 15,X360,2014,Sports,2.92,4.2,85
Watch Dogs,PC,2014,Action,0.45,4.7,3288
Infamous: First Light,PS4,2014,Action,0.03,7.5,580
Project Spark,XOne,2014,Misc,0.17,7.0,151
Metal Gear Solid V: Ground Zeroes,X360,2014,Action,0.14,5.7,148
Lords of the Fallen,PC,2014,Role-Playing,0.03,6.9,583
DriveClub,PS4,2014,Racing,2.07,6.1,1571
The Crew,PS4,2014,Racing,1.72,5.4,575
NBA 2K15,XOne,2014,Sports,1.72,6.3,101
Middle-Earth: Shadow of Mordor,PC,2014,Action,0.35,8.0,1671
Lego Batman 3: Beyond Gotham,PC,2014,Action,0.06,6.8,21
Fossil Fighters: Frontier,3DS,2014,Role-Playing,0.36,4.8,19
J Stars Victory Vs.,PS3,2014,Fighting,0.31,7.9,11
Dance Central: Spotlight,XOne,2014,Misc,0.19,7.0,47
The LEGO Movie Videogame,PC,2014,Action,0.06,6.8,33
GRID Autosport,PC,2014,Racing,0.02,6.2,257
Pro Evolution Soccer 2015,PC,2014,Sports,0.06,5.8,173
Dragon Ball Z: Battle of Z,PS3,2014,Fighting,0.31,5.3,103
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,0.06,7.8,36
NHL 15,PS3,2014,Sports,0.36,1.6,45
Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,0.36,5.5,1027
Omega Quintet,PS4,2014,Role-Playing,0.02,7.1,81
FIFA 15,XOne,2014,Sports,2.18,5.4,347
Madden NFL 15,PS4,2014,Sports,2.19,6.1,208
Far Cry 4,XOne,2014,Shooter,1.63,7.5,383
Sonic Boom: Rise of Lyric,WiiU,2014,Action,0.31,3.6,587
Dengeki Bunko Fighting Climax,PSV,2014,Fighting,0.13,8.5,28
Madden NFL 15,X360,2014,Sports,2.05,5.5,29
Murdered: Soul Suspect,PS4,2014,Action,0.32,6.9,310
LittleBigPlanet 3,PS4,2014,Platform,1.91,7.1,506
Singstar: Ultimate Party,PS4,2014,Misc,0.19,4.1,18
The Evil Within,PS3,2014,Action,0.84,7.6,193
Rayman Legends,XOne,2014,Platform,0.34,7.9,218
Metal Gear Solid V: Ground Zeroes,PC,2014,Action,0.01,7.6,412
MX vs. ATV Supercross,PS3,2014,Racing,0.03,3.5,4
Alien: Isolation,PS3,2014,Shooter,0.33,8.3,111
One Piece: Unlimited World Red,PSV,2014,Action,0.13,7.8,25
Kirby: Triple Deluxe,3DS,2014,Platform,1.83,8.8,206
Destiny,X360,2014,Shooter,1.92,4.7,504
Deception IV: Blood Ties,PSV,2014,Action,0.13,7.5,61
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,0.03,7.3,4
Watch Dogs,WiiU,2014,Action,0.13,6.4,162
Sniper Elite 3,XOne,2014,Shooter,0.35,6.6,68
The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,0.19,7.3,73
The Evil Within,PS4,2014,Action,1.79,7.3,1223
Dragon Age: Inquisition,PS4,2014,Role-Playing,2.01,7.4,1984
Just Dance 2015,Wii,2014,Misc,2.01,8.4,5
Hatsune Miku: Project Diva F 2nd,PSV,2014,Misc,0.32,8.4,69
MX vs. ATV Supercross,X360,2014,Racing,0.06,4.8,14
Watch Dogs,PS3,2014,Action,1.74,5.1,383
Sniper Elite 3,X360,2014,Shooter,0.3,6.6,26
NBA 2K15,X360,2014,Sports,1.63,3.0,40
Persona 4: Arena Ultimax,PS3,2014,Fighting,0.14,8.1,85
Theatrhythm Final Fantasy: Curtain Call,3DS,2014,Misc,0.37,8.2,66
MotoGP 14 ,PSV,2014,Racing,0.01,7.5,4
Just Dance 2015,PS4,2014,Misc,0.39,5.8,32
Grand Theft Auto V,PS4,2014,Action,12.61,8.3,2899
Donkey Kong Country: Tropical Freeze,WiiU,2014,Platform,1.52,8.9,712
One Piece: Unlimited World Red,WiiU,2014,Action,0.06,7.8,43
Penguins of Madagascar,WiiU,2014,Action,0.03,5.2,6
Sonic Boom: Shattered Crystal,3DS,2014,Action,0.29,6.3,160
Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,0.02,9.0,76
Pro Evolution Soccer 2015,XOne,2014,Sports,0.14,7.3,65
Forza Horizon 2,X360,2014,Racing,0.78,5.1,116
Samurai Warriors Chronicles 3,PSV,2014,Action,0.06,7.9,14
Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,0.29,5.4,348
WWE 2K15,PS3,2014,Sports,0.78,3.1,57
Hatsune Miku: Project Diva F 2nd,PS3,2014,Misc,0.25,8.6,49
Call of Duty: Advanced Warfare,PC,2014,Shooter,0.41,4.5,1136
Madden NFL 15,PS3,2014,Sports,1.45,2.7,13
F1 2014,PS3,2014,Racing,0.41,4.1,28
FIFA 15,PC,2014,Sports,0.28,4.2,383
NHL 15,XOne,2014,Sports,0.41,3.2,180
Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,0.02,7.8,186
NBA 2K15,PS4,2014,Sports,2.45,7.0,291
Fatal Frame: Maiden of Black Water,WiiU,2014,Action,0.11,7.6,226
Tour de France 2014,PS4,2014,Sports,0.03,5.1,22
Shape Up,XOne,2014,Misc,0.18,8.3,28
Borderlands: The Pre-Sequel,PC,2014,Shooter,0.29,6.2,703
The Golf Club,XOne,2014,Sports,0.03,5.4,59
Lego Batman 3: Beyond Gotham,PSV,2014,Action,0.3,7.7,12
South Park: The Stick of Truth,PC,2014,Role-Playing,0.19,8.6,1739
Destiny,PS3,2014,Shooter,1.62,4.5,445
Dynasty Warriors 8: Empires,PS4,2014,Action,0.19,7.5,42
Tropico 5,PC,2014,Simulation,0.12,7.0,351
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,0.06,7.5,4
Cabela's Big Game Hunter: Pro Hunts,PS3,2014,Shooter,0.03,5.9,8
Murdered: Soul Suspect,PS3,2014,Action,0.14,7.1,55
Sword Art Online: Hollow Fragment,PSV,2014,Role-Playing,0.3,7.6,131
Digimon All-Star Rumble,X360,2014,Fighting,0.06,5.7,10
Wii Sports Club,WiiU,2014,Sports,0.38,7.0,106
Trials Fusion,PC,2014,Racing,0.03,6.8,97
Deception IV: Blood Ties,PS3,2014,Action,0.11,8.2,27
Watch Dogs,XOne,2014,Action,1.57,5.8,712
Rayman Legends,PSV,2014,Platform,0.14,8.4,159
Madden NFL 15,XOne,2014,Sports,1.57,6.4,138
The LEGO Movie Videogame,PSV,2014,Action,0.29,5.6,14
Pro Evolution Soccer 2015,X360,2014,Sports,0.14,6.8,29
Hyperdimension Neptunia U: Action Unleashed,PSV,2014,Action,0.11,6.8,44
Wolfenstein: The New Order,X360,2014,Shooter,0.38,7.4,98
Wolfenstein: The New Order,PS4,2014,Shooter,1.55,8.1,1116
Samurai Warriors 4,PSV,2014,Action,0.11,8.6,18
Murdered: Soul Suspect,X360,2014,Action,0.1,7.2,57
F1 2014,X360,2014,Racing,0.23,4.1,20
The Golf Club,PS4,2014,Sports,0.08,6.3,67
LEGO The Hobbit,WiiU,2014,Action,0.22,7.8,11
Murdered: Soul Suspect,PC,2014,Action,0.05,7.4,379
Mario Kart 8,WiiU,2014,Racing,7.09,9.1,1599
FIFA 15,PS3,2014,Sports,4.28,4.5,109
Soul Sacrifice Delta,PSV,2014,Action,0.22,8.4,125
Call of Duty: Advanced Warfare,X360,2014,Shooter,4.29,4.9,221
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,0.08,5.6,8
Risen 3: Titan Lords,PS3,2014,Role-Playing,0.08,3.7,77
Pro Evolution Soccer 2015,PS3,2014,Sports,0.58,7.8,34
EA Sports UFC,PS4,2014,Sports,1.05,6.1,279
FIFA 15,PSV,2014,Sports,0.59,3.1,42
Call of Duty: Advanced Warfare,PS3,2014,Shooter,4.36,4.8,207
Persona 4: Arena Ultimax,X360,2014,Fighting,0.08,7.4,35
Dragon Age: Inquisition,PS3,2014,Role-Playing,0.6,5.2,242
NHL 15,PS4,2014,Sports,0.6,3.6,306
Dragon Age: Inquisition,XOne,2014,Role-Playing,0.93,6.9,703
LEGO The Hobbit,PS4,2014,Action,0.6,6.6,88
Child of Light,PS4,2014,Role-Playing,0.05,8.0,451
Child of Light,PSV,2014,Role-Playing,0.07,7.8,108
How to Train Your Dragon 2,X360,2014,Adventure,0.17,2.9,7
Skylanders: Trap Team,WiiU,2014,Action,0.7,7.1,18
Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Adventure,0.2,6.4,7
Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,1.08,7.3,121
The LEGO Movie Videogame,PS3,2014,Action,0.93,6.8,12
BlazBlue: Chrono Phantasma,PSV,2014,Fighting,0.07,7.8,28
Risen 3: Titan Lords,PC,2014,Role-Playing,0.09,5.7,822
Assassin's Creed: Unity,PC,2014,Action,0.55,3.0,1463
Toukiden Kiwami,PSV,2014,Action,0.23,8.6,42
Assassin's Creed: Unity,PS4,2014,Action,3.96,4.9,2050
FIFA 15,Wii,2014,Sports,0.56,4.3,12
Middle-Earth: Shadow of Mordor,PS3,2014,Action,0.56,3.4,100
Yaiba: Ninja Gaiden Z,X360,2014,Action,0.05,5.3,43
Enemy Front,PS3,2014,Shooter,0.05,6.0,75
NASCAR '14,X360,2014,Racing,0.17,5.1,14
Far Cry 4,PS4,2014,Shooter,4.04,7.7,1653
Lara Croft and the Temple of Osiris,PS4,2014,Action,0.09,6.7,128
Titanfall,PC,2014,Shooter,0.56,6.2,1727
Watch Dogs,PS4,2014,Action,4.05,6.3,2996
Borderlands: The Pre-Sequel,X360,2014,Shooter,0.72,6.4,161
Fantasia: Music Evolved,X360,2014,Misc,0.07,7.0,7
WWE 2K15,XOne,2014,Sports,0.57,5.7,63
How to Train Your Dragon 2,WiiU,2014,Adventure,0.08,4.9,7
World of Warcraft: Warlords of Draenor,PC,2014,Action,0.47,5.9,1154
Lego Batman 3: Beyond Gotham,PS4,2014,Action,0.93,7.1,75
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,3.89,8.7,348
Escape Dead Island,X360,2014,Action,0.07,3.8,74
Kinect Sports Rivals,XOne,2014,Sports,0.6,5.1,144
The Wolf Among Us,XOne,2014,Adventure,0.08,8.5,82
The Crew,XOne,2014,Racing,0.64,5.9,176
WWE 2K15,X360,2014,Sports,0.64,4.0,65
Grand Theft Auto V,XOne,2014,Action,5.48,7.9,764
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,0.21,8.4,77
The Wolf Among Us,PS4,2014,Adventure,0.21,8.4,259
The LEGO Movie Videogame,WiiU,2014,Action,0.64,7.7,25
Destiny,PS4,2014,Shooter,5.64,6.1,5380
Lost Dimension,PS3,2014,Role-Playing,0.07,7.3,27
Call of Duty: Advanced Warfare,XOne,2014,Shooter,5.27,5.4,898
Sacred 3,X360,2014,Role-Playing,0.05,4.1,42
NBA Live 15,XOne,2014,Sports,0.21,6.8,53
Freedom Wars,PSV,2014,Role-Playing,0.65,8.3,265
FIFA 15,PS4,2014,Sports,6.08,5.7,988
Dark Souls II,PC,2014,Role-Playing,0.17,7.1,2318
J Stars Victory Vs.,PSV,2014,Fighting,0.21,7.9,29
htoL#NiQ: The Firefly Diary,PSV,2014,Platform,0.01,7.7,23
Skylanders: Trap Team,PS3,2014,Action,0.66,7.0,5
Escape Dead Island,PS3,2014,Action,0.07,3.5,51
Plants vs. Zombies: Garden Warfare,PS3,2014,Shooter,0.66,7.8,24
Borderlands 2,PSV,2014,Shooter,0.64,7.6,358
Lords of the Fallen,XOne,2014,Role-Playing,0.22,6.7,166
LittleBigPlanet 3,PS3,2014,Platform,0.63,7.2,64
Far Cry 4,PC,2014,Shooter,0.63,6.7,1064
Just Dance 2015,X360,2014,Misc,0.6,8.3,6
The LEGO Movie Videogame,3DS,2014,Action,0.69,5.4,13
Plants vs. Zombies: Garden Warfare,XOne,2014,Shooter,0.69,7.4,438
Natural Doctrine,PS3,2014,Role-Playing,0.05,8.1,17
Senran Kagura 2: Deep Crimson ,3DS,2014,Action,0.22,6.8,56
Assassin's Creed: Rogue,X360,2014,Action,1.01,7.3,318
Rayman Legends,PS4,2014,Platform,1.01,8.5,525
Borderlands: The Pre-Sequel,PS3,2014,Shooter,0.61,6.3,130
God of War Collection,PSV,2014,Action,0.2,7.4,133
The LEGO Movie Videogame,PS4,2014,Action,0.67,7.1,98
Lost Dimension,PSV,2014,Role-Playing,0.08,8.3,35
Plants vs. Zombies: Garden Warfare,PS4,2014,Shooter,0.61,7.6,259
2014 FIFA World Cup Brazil,PS3,2014,Sports,0.61,4.3,87
Sniper Elite 3,PS4,2014,Shooter,0.68,7.1,178
The Crew,X360,2014,Racing,0.22,6.4,94
Don Bradman Cricket 14,PS3,2014,Sports,0.01,6.9,55
Wolfenstein: The New Order,XOne,2014,Shooter,0.68,7.8,397
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,0.17,8.7,140
The Evil Within,XOne,2014,Action,0.67,7.3,430
Samurai Warriors Chronicles 3,3DS,2014,Action,0.08,6.1,10
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,0.22,7.3,44
GRID Autosport,X360,2014,Racing,0.09,6.0,56
Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,0.59,5.9,242
The Wolf Among Us,PSV,2014,Adventure,0.04,8.4,29
The Sims 4,PC,2014,Simulation,3.05,3.9,2057
Murdered: Soul Suspect,XOne,2014,Action,0.16,7.0,130
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,0.04,8.1,46
WWE 2K15,PS4,2014,Sports,1.15,5.1,164
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,0.72,8.1,169
Samurai Warriors 4,PS4,2014,Action,0.24,8.1,74
The Crew,PC,2014,Racing,0.16,6.4,463
Pillars of Eternity,PC,2014,Role-Playing,0.02,8.3,2191
The Wolf Among Us,PS3,2014,Adventure,0.09,8.2,48
South Park: The Stick of Truth,PS3,2014,Role-Playing,0.92,8.5,575
Just Dance 2015,WiiU,2014,Misc,0.73,6.6,26
Dynasty Warriors 8: Empires,XOne,2014,Action,0.07,6.8,15
Final Fantasy Explorers,3DS,2014,Role-Playing,0.54,7.0,87
Trials Fusion,XOne,2014,Racing,0.24,7.1,158
Onechanbara Z2: Chaos,PS4,2014,Action,0.24,6.5,72
Enemy Front,X360,2014,Shooter,0.04,5.8,78
Dragon Age: Inquisition,PC,2014,Role-Playing,0.73,5.9,3926
Pokemon Art Academy ,3DS,2014,Misc,0.49,7.7,19
Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,0.09,6.3,4
Dragon Age: Inquisition,X360,2014,Role-Playing,0.53,5.1,235
Middle-Earth: Shadow of Mordor,X360,2014,Action,0.49,4.6,77
Hyrule Warriors,WiiU,2014,Action,1.23,8.3,662
South Park: The Stick of Truth,X360,2014,Role-Playing,0.92,8.4,363
Digimon All-Star Rumble,PS3,2014,Fighting,0.09,5.8,32
Castlevania: Lords of Shadow 2,X360,2014,Action,0.09,7.8,239
Destiny,XOne,2014,Shooter,3.37,5.5,1735
Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,0.16,7.8,49
Wildstar,PC,2014,Role-Playing,0.16,7.4,965
Lords of the Fallen,PS4,2014,Role-Playing,0.52,6.6,425
Fantasia: Music Evolved,XOne,2014,Misc,0.15,7.5,67
Alien: Isolation,XOne,2014,Shooter,0.51,7.8,314
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,0.07,7.0,16
Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,0.1,7.3,24
Divinity: Original Sin,PC,2014,Role-Playing,0.02,8.7,2089
Call of Duty: Advanced Warfare,PS4,2014,Shooter,7.66,5.7,1443
Dengeki Bunko Fighting Climax,PS3,2014,Fighting,0.16,8.2,29
Alien: Isolation,PS4,2014,Shooter,1.13,8.1,795
Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Adventure,0.25,5.9,8
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,0.07,8.5,22
Captain Toad: Treasure Tracker,WiiU,2014,Puzzle,1.19,8.6,377
Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing,0.13,7.1,36
Just Dance 2015,XOne,2014,Misc,0.53,7.5,20
MLB 14: The Show,PS4,2014,Sports,0.72,7.7,205
Yaiba: Ninja Gaiden Z,PS3,2014,Action,0.09,4.5,84
NBA Live 15,PS4,2014,Sports,0.23,5.6,86
Mario Golf: World Tour,3DS,2014,Sports,0.48,8.2,76
Halo: The Master Chief Collection,XOne,2014,Shooter,3.23,7.2,1267
Sunset Overdrive,XOne,2014,Shooter,1.14,7.7,1137
Watch Dogs,X360,2014,Action,1.25,5.0,332
The LEGO Movie Videogame,XOne,2014,Action,0.53,6.9,49
Assassin's Creed: Unity,XOne,2014,Action,3.5,4.1,1005
The Crew: Wild Run,PC,2015,Action,0.02,7.4,41
SpongeBob: HeroPants,PSV,2015,Platform,0.01,5.1,7
Dying Light,PS4,2015,Action,2.09,7.9,1287
Final Fantasy XIV: Heavensward,PC,2015,Action,0.02,7.7,255
MLB 15: The Show,PSV,2015,Sports,0.01,8.8,5
Digimon Story: Cyber Sleuth,PSV,2015,Role-Playing,0.17,8.8,92
Skylanders: SuperChargers,XOne,2015,Action,0.24,5.5,17
Code Name: S.T.E.A.M.,3DS,2015,Strategy,0.21,7.7,125
Skylanders: SuperChargers,PS4,2015,Action,0.31,3.3,29
Battlefield: Hardline,PS4,2015,Shooter,2.1,5.0,845
Back to the Future: The Game,PS4,2015,Adventure,0.18,7.1,18
Tropico 5,PS4,2015,Simulation,0.31,7.1,110
Mario vs. Donkey Kong: Tipping Stars,WiiU,2015,Puzzle,0.01,7.4,72
God Eater Resurrection,PSV,2015,Action,0.19,8.8,17
Legend of Kay Anniversary,PS4,2015,Action,0.03,6.4,11
BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,0.03,6.8,13
Super Mario Maker,WiiU,2015,Platform,3.21,8.7,691
Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,0.02,7.2,11
NBA Live 16,PS4,2015,Sports,0.18,6.1,70
The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,0.03,8.8,4
Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,0.33,6.6,32
FIFA 16,PS4,2015,Sports,8.57,4.3,896
Anno 2205,PC,2015,Strategy,0.25,5.9,278
Wolfenstein: The Old Blood,XOne,2015,Action,0.15,8.0,101
Act of Aggression,PC,2015,Strategy,0.01,7.1,93
Kung Fu Panda: Showdown of Legendary Legends,X360,2015,Action,0.02,6.8,4
The Legend of Legacy,3DS,2015,Role-Playing,0.25,7.1,54
Toukiden Kiwami,PS4,2015,Action,0.17,7.6,74
Destiny: The Taken King,PS4,2015,Shooter,1.93,6.0,1079
Tony Hawk's Pro Skater 5,PS4,2015,Sports,0.21,1.5,427
Sword Art Online: Lost Song,PS4,2015,Role-Playing,0.25,6.3,60
Hatsune Miku: Project Mirai DX,3DS,2015,Misc,0.32,8.5,71
Final Fantasy XIV: Heavensward,PS4,2015,Action,0.13,7.6,225
Just Dance 2016,XOne,2015,Misc,0.32,6.1,18
The Crew: Wild Run,XOne,2015,Action,0.02,6.6,21
Dragon Ball: XenoVerse,XOne,2015,Fighting,0.32,7.2,128
Gravity Rush Remastered,PS4,2015,Action,0.13,8.2,153
Barbie and Her Sisters Puppy Rescue,WiiU,2015,Action,0.01,2.8,11
Dynasty Warriors 8: Empires,PSV,2015,Action,0.02,7.4,9
Rise of the Tomb Raider,X360,2015,Adventure,0.32,7.5,178
Evolve,PC,2015,Shooter,0.19,4.3,969
Persona 4: Dancing All Night,PSV,2015,Misc,0.32,8.6,83
Dying Light,PC,2015,Action,0.2,7.9,1295
War for the Overworld,PC,2015,Strategy,0.01,7.7,90
Stella Glow,3DS,2015,Role-Playing,0.24,8.7,82
Just Dance 2016,X360,2015,Misc,0.32,6.0,5
One Piece: Pirate Warriors 3,PS3,2015,Action,0.25,3.7,7
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,3.05,6.9,106
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,0.03,6.6,19
F1 2015,XOne,2015,Racing,0.25,5.3,22
Batman: Arkham Knight,PC,2015,Action,0.13,2.5,1967
Assassin's Creed Syndicate,PC,2015,Action,0.21,5.9,544
Saints Row: Gat out of Hell,XOne,2015,Action,0.01,6.0,27
Project CARS,XOne,2015,Racing,0.26,5.8,135
Battlefield: Hardline,X360,2015,Shooter,0.28,4.1,65
Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,0.17,7.3,15
Guitar Hero Live,X360,2015,Misc,0.23,5.5,19
Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,0.29,8.1,173
Rugby League Live 3,XOne,2015,Action,0.01,7.1,10
Metal Gear Solid V: The Phantom Pain,X360,2015,Action,0.18,7.2,159
Rory McIlroy PGA Tour,XOne,2015,Action,0.27,4.3,77
Senran Kagura: Estival Versus,PS4,2015,Action,0.18,8.0,96
The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,2.34,9.0,478
Art Academy: Home Studio,WiiU,2015,Misc,0.01,8.3,20
NBA 2K16,XOne,2015,Sports,2.34,6.2,115
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,3.41,8.2,3943
Just Dance 2016,PS3,2015,Misc,0.19,4.2,6
Cities: Skylines,PC,2015,Simulation,0.14,8.9,1404
Fallout 4,XOne,2015,Role-Playing,4.22,6.2,1749
FIFA 16,PC,2015,Sports,0.2,4.4,296
Madden NFL 16,XOne,2015,Sports,2.42,6.1,124
Rugby World Cup 2015,XOne,2015,Sports,0.02,4.3,7
BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,0.14,7.7,31
NBA 2K16,PS4,2015,Sports,3.88,6.7,364
Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,0.18,7.8,45
Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,0.23,6.9,734
Just Cause 3,PC,2015,Action,0.14,5.3,529
Transformers: Devastation,PS4,2015,Action,0.23,7.5,160
Rugby World Cup 2015,PC,2015,Sports,0.01,1.4,8
7th Dragon III Code: VFD,3DS,2015,Role-Playing,0.17,8.2,38
Bloodborne,PS4,2015,Action,2.48,8.6,6383
Batman: Arkham Knight,PS4,2015,Action,3.95,7.6,2679
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,3.97,9.2,10179
Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,Simulation,0.16,6.8,15
NASCAR '15,X360,2015,Sports,0.17,3.8,6
Guitar Hero Live,PS3,2015,Misc,0.27,5.1,22
One Piece: Pirate Warriors 3,PSV,2015,Action,0.17,6.3,17
Legend of Kay Anniversary,WiiU,2015,Action,0.01,7.1,35
Fallout 4,PS4,2015,Role-Playing,7.16,6.5,4228
